0, -2048,1024
1, -2048,1024
2, -2048,1024
3, -2048,1024
4, -2048,1024
5, -2048,1024
6, -2048,1024
7, -2048,1024
8, -2048,1024
9, -2048,1024
10, -2048,1024
11, -2048,1024
12, -2048,1024
13, -2048,1024
14, -2048,1024
15, -2048,1024
16, -2048,1024
17, -2048,1024
18, -2048,1024
19, -2048,1024
20, -2048,1024
21, -2048,1024
22, -2048,1024
23, -2048,1024
24, -2048,1024
25, -2048,1024
26, -2048,1024
27, -2048,1024
28, -2048,1024
29, -2048,1024
30, -2048,1024
31, -2048,1024
32, -2048,1024
33, -2048,1024
34, -2048,1024
35, -2048,1024
36, -2048,1024
37, -2048,1024
38, -2048,1024
39, -2048,1024
40, -2048,1024
41, -2048,1024
42, -2048,1024
43, -2048,1024
44, -2048,1024
45, -2048,1024
46, -2048,1024
47, -2048,1024
48, -2048,1024
49, -2048,1024
50, -2048,1024
51, -2048,1024
52, -2048,1024
53, -2048,1024
54, -2048,1024
55, -2048,1024
56, -2048,1024
57, -2048,1024
58, -2048,1024
59, -2048,1024
60, -2048,1024
61, -2048,1024
62, -2048,1024
63, -2048,1024
64, -2048,1024
65, -2048,1024
66, -2048,1024
67, -2048,1024
68, -2048,1024
69, -2048,1024
70, -2048,1024
71, -2048,1024
72, -2048,1024
73, -2048,1024
74, -2048,1024
75, -2048,1024
76, -2048,1024
77, -2048,1024
78, -2048,1024
79, -2048,1024
80, -2048,1024
81, -2048,1024
82, -2048,1024
83, -2048,1024
84, -2048,1024
85, -2048,1024
86, -2048,1024
87, -2048,1024
88, -2048,1024
89, -2048,1024
90, -2048,1024
91, -2048,1024
92, -2048,1024
93, -2048,1024
94, -2048,1024
95, -2048,1024
96, -2048,1024
97, -2048,1024
98, -2048,1024
99, -2048,1024
100, -2048,1024
101, -2048,1024
102, -2048,1024
103, -2048,1024
104, -2048,1024
105, -2048,1024
106, -2048,1024
107, -2048,1024
108, -2048,1024
109, -2048,1024
110, -2048,1024
111, -2048,1024
112, -2048,1024
113, -2048,1024
114, -2048,1024
115, -2048,1024
116, -2048,1024
117, -2048,1024
118, -2048,1024
119, -2048,1024
120, -2048,1024
121, -2048,1024
122, -2048,1024
123, -2048,1024
124, -2048,1024
125, -2048,1024
126, -2048,1024
127, -2048,1024
128, -2048,1024
129, -2048,1024
130, -2048,1024
131, -2048,1024
132, -2048,1024
133, -2048,1024
134, -2048,1024
135, -2048,1024
136, -2048,1024
137, -2048,1024
138, -2048,1024
139, -2048,1024
140, -2048,1024
141, -2048,1024
142, -2048,1024
143, -2048,1024
144, -2048,1024
145, -2048,1024
146, -2048,1024
147, -2048,1024
148, -2048,1024
149, -2048,1024
150, -2048,1024
151, -2048,1024
152, -2048,1024
153, -2048,1024
154, -2048,1024
155, -2048,1024
156, -2048,1024
157, -2048,1024
158, -2048,1024
159, -2048,1024
160, -2048,1024
161, -2048,1024
162, -2048,1024
163, -2048,1024
164, -2048,1024
165, -2048,1024
166, -2048,1024
167, -2048,1024
168, -2048,1024
169, -2048,1024
170, -2048,1024
171, -2048,1024
172, -2048,1024
173, -2048,1024
174, -2048,1024
175, -2048,1024
176, -2048,1024
177, -2048,1024
178, -2048,1024
179, -2048,1024
180, -2048,1024
181, -2048,1024
182, -2048,1024
183, -2048,1024
184, -2048,1024
185, -2048,1024
186, -2048,1024
187, -2048,1024
188, -2048,1024
189, -2048,1024
190, -2048,1024
191, -2048,1024
192, -2048,1024
193, -2048,1024
194, -2048,1024
195, -2048,1024
196, -2048,1024
197, -2048,1024
198, -2048,1024
199, -2048,1024
200, -2048,1024
201, -2048,1024
202, -2048,1024
203, -2048,1024
204, -2048,1024
205, -2048,1024
206, -2048,1024
